Radiotherapy,Gender,Marital status,Race,Pathologic grade,Histologic type,T staging,N staging,Chemotherapy,RNE,CEA,Tumor size (cm),HR Total
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,Negative,NOS,6.192763510206167
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,Positive,≤5cm,7.4413857464103375
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,Positive,>5cm,8.118551849333677
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,Positive,NOS,9.152904468084715
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,NOS,≤5cm,6.399188960546373
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,NOS,>5cm,6.981515155956092
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,≥12,NOS,NOS,7.871002421472038
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,Negative,≤5cm,10.590864655060539
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,Negative,>5cm,11.554633338671048
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,Negative,NOS,13.026763525724462
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,Positive,≤5cm,15.653297960179476
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,Positive,>5cm,17.077748074555807
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,Positive,NOS,19.253556491020756
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,NOS,≤5cm,13.460988976581945
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,NOS,>5cm,14.6859389734509
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,No,NOS,NOS,NOS,16.557016441195792
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,Negative,≤5cm,5.456116383321815
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,Negative,>5cm,5.9526229742041
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,Negative,NOS,6.711023151485832
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,Positive,≤5cm,8.064140014549642
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,Positive,>5cm,8.797976755873659
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,Positive,NOS,9.918892217896058
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,NOS,≤5cm,6.934723923202026
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,NOS,>5cm,7.56578380021341
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,<12,NOS,NOS,8.529710425538491
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,≤5cm,3.846562050241879
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,>5cm,4.19659919681389
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,NOS,4.731271321797511
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,≤5cm,5.685218710257497
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,>5cm,6.202573612890929
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,NOS,6.992819013616721
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,≤5cm,4.888980365857428
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,>5cm,5.333877579150454
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,NOS,6.013445850004636
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,≤5cm,8.091420596466252
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,>5cm,8.827739870744681
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,NOS,9.95244733365349
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,≤5cm,11.95911964157712
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,>5cm,13.047399528960637
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,NOS,14.709717159139856
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,≤5cm,10.284195578108605
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,>5cm,11.220057375716488
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,NOS,12.649560561073583
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,Negative,≤5cm,7.35803621920512
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,Negative,>5cm,8.027617515152786
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,Negative,NOS,9.050384549622297
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,Positive,≤5cm,10.875177531985168
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,Positive,>5cm,11.864818687395818
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,Positive,NOS,13.376468364341756
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,NOS,≤5cm,9.352064034609707
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,NOS,>5cm,10.20310186175919
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,<12,NOS,NOS,11.50303876256994
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,Negative,≤5cm,5.18741553453961
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,Negative,>5cm,5.6594703481827136
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,Negative,NOS,6.38052110748372
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,Positive,≤5cm,7.667000160049543
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,Positive,>5cm,8.36469717461405
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,Positive,NOS,9.430410196860938
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,NOS,≤5cm,6.593205144399843
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,NOS,>5cm,7.193186812540229
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,≥12,NOS,NOS,8.109642327611807
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,Negative,≤5cm,10.911967713081193
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,Negative,>5cm,11.90495677497158
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,Negative,NOS,13.421720287089867
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,Positive,≤5cm,16.127888279934
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,Positive,>5cm,17.595526113407995
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,Positive,NOS,19.83730258431882
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,NOS,≤5cm,13.869110963326195
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,NOS,>5cm,15.131200060988878
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,No,NOS,NOS,NOS,17.05900648489122
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,Negative,≤5cm,5.6215396714727115
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,Negative,>5cm,6.133099781576728
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,Negative,NOS,6.914493795911435
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,Positive,≤5cm,8.308635634436667
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,Positive,>5cm,9.064721477170403
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,Positive,NOS,10.2196218303571
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,NOS,≤5cm,7.144976922441816
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,NOS,>5cm,7.795169822384021
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,<12,NOS,NOS,8.788321614603433
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,Negative,≤5cm,3.9631854683882612
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,Negative,>5cm,4.323835346011593
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,Negative,NOS,4.874718126117561
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,Positive,≤5cm,5.85758812227785
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,Positive,>5cm,6.390628641405134
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,Positive,NOS,7.204833390401755
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,NOS,≤5cm,5.037208730321479
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,NOS,>5cm,5.495594724780734
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,≥12,NOS,NOS,6.195766738295419
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,Negative,≤5cm,8.336743332794033
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,Negative,>5cm,9.09538697607829
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,Negative,NOS,10.25419429933666
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,Positive,≤5cm,12.32170664586958
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,Positive,>5cm,13.442981950643713
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,Positive,NOS,15.155699174419585
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,NOS,≤5cm,10.596000775981215
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,NOS,>5cm,11.560236846595506
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N0,Yes,NOS,NOS,NOS,13.033080954456894
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,Negative,≤5cm,14.075923287339394
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,Negative,>5cm,15.356832306487279
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,Negative,NOS,17.313385643427456
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,Positive,≤5cm,20.804214618687624
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,Positive,>5cm,22.697398148988196
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,Positive,NOS,25.589183980985776
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,NOS,≤5cm,17.89049849820837
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,NOS,>5cm,19.518533861545333
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,<12,NOS,NOS,22.005313152796294
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,Negative,≤5cm,9.923525917574272
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,Negative,>5cm,10.82656677607353
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,Negative,NOS,12.205936878616354
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,Positive,≤5cm,14.666971306174775
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,Positive,>5cm,16.001665695036678
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,Positive,NOS,18.04037470659497
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,NOS,≤5cm,12.612801441236899
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,NOS,>5cm,13.760566372389457
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,≥12,NOS,NOS,15.513745772721386
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,Negative,≤5cm,20.874594235124324
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,Negative,>5cm,22.774182310520636
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,Negative,NOS,25.675750909202918
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,Positive,≤5cm,30.85265027951375
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,Positive,>5cm,33.6602414549495
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,Positive,NOS,37.94875984380191
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,NOS,≤5cm,26.531609272843014
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,NOS,>5cm,28.94598571667173
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,No,NOS,NOS,NOS,32.63387940559691
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,Negative,≤5cm,10.754005391527297
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,Negative,>5cm,11.73261988215628
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,Negative,NOS,13.227426631578576
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,Positive,≤5cm,15.894419968677346
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,Positive,>5cm,17.340812185826984
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,Positive,NOS,19.550136561473135
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,NOS,≤5cm,13.668340852631193
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,NOS,>5cm,14.91215987022063
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,<12,NOS,NOS,16.812059248736368
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,Negative,≤5cm,7.581573801026744
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,Negative,>5cm,8.271497016920177
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,Negative,NOS,9.325335775262895
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,Positive,≤5cm,11.205566077917528
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,Positive,>5cm,12.225272591008022
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,Positive,NOS,13.782846275838558
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,NOS,≤5cm,9.636180301104991
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,NOS,>5cm,10.513072708505545
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,≥12,NOS,NOS,11.852501770359138
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,Negative,≤5cm,15.948189995634982
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,Negative,>5cm,17.399475285237763
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,Negative,NOS,19.616273694631026
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,Positive,≤5cm,23.571424813548504
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,Positive,>5cm,25.716424471581416
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,Positive,NOS,28.99285252066466
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,NOS,≤5cm,20.27014948445206
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,NOS,>5cm,22.114733087537196
Non-RT,Male,Married,Non-white,Grade III/IV,MCC/SRCC,T3-4,N+,Yes,NOS,NOS,NOS,24.93228386587603
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,Negative,≤5cm,1.66025
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,Negative,>5cm,1.81133275
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,Negative,NOS,2.0421075
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,Positive,≤5cm,2.4538495
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,Positive,>5cm,2.6771498045
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,Positive,NOS,3.018234885
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,NOS,≤5cm,2.1101777499999996
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,NOS,>5cm,2.3022039252499997
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,<12,NOS,NOS,2.5955186324999997
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,Negative,≤5cm,1.1704762499999999
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,Negative,>5cm,1.2769895887499998
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,Negative,NOS,1.4396857874999998
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,Positive,≤5cm,1.7299638974999998
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,Positive,>5cm,1.8873906121724997
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,Positive,NOS,2.1278555939249997
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,NOS,≤5cm,1.4876753137499998
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,NOS,>5cm,1.6230537673012497
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,≥12,NOS,NOS,1.8298406359124997
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,Negative,≤5cm,2.46215075
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,Negative,>5cm,2.68620646825
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,Negative,NOS,3.0284454225000004
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,Positive,≤5cm,3.6390588085
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,Positive,>5cm,3.9702131600735
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,Positive,NOS,4.476042334455
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,NOS,≤5cm,3.12939360325
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,NOS,>5cm,3.41416842114575
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,No,NOS,NOS,NOS,3.8491541319975
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,Negative,≤5cm,1.268431
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,Negative,>5cm,1.383858221
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,Negative,NOS,1.5601701300000002
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,Positive,≤5cm,1.8747410180000001
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,Positive,>5cm,2.045342450638
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,Positive,NOS,2.3059314521400003
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,NOS,≤5cm,1.612175801
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,NOS,>5cm,1.758883798891
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,<12,NOS,NOS,1.98297623523
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,Negative,≤5cm,0.894243855
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,Negative,>5cm,0.9756200458050001
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,Negative,NOS,1.09991994165
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,Positive,≤5cm,1.32169241769
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,Positive,>5cm,1.4419664276997899
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,Positive,NOS,1.6256816737587
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,NOS,≤5cm,1.136583939705
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,NOS,>5cm,1.2400130782181549
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,≥12,NOS,NOS,1.3979982458371498
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,Negative,≤5cm,1.8810831730000002
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,Negative,>5cm,2.052261741743
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,Negative,NOS,2.31373230279
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,Positive,≤5cm,2.780240929694
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,Positive,>5cm,3.033242854296154
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,Positive,NOS,3.41969634352362
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,NOS,≤5cm,2.390856712883
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,NOS,>5cm,2.608424673755353
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N0,Yes,NOS,NOS,NOS,2.94075375684609
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N+,No,<12,Negative,≤5cm,3.17605825
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N+,No,<12,Negative,>5cm,3.46507955075
Non-RT,Male,Unmarried/NOS,White,Grade I/II,Adenocarcinomas,T1-2,N+,No,<12,Negative,NOS,3.9065516475
